,order_id,user_id,order_number,orders_day_of_week,order_hour_of_day,days_from_last_order,first_order
5432,2340839,199093,6,0,10,7.0,False
5433,123098,51507,2,6,10,7.0,False
5434,2824813,185338,41,2,23,4.0,False
5435,3366743,38530,11,6,13,7.0,False
5436,2608271,109632,6,5,12,6.0,False
5437,378631,177128,28,3,18,9.0,False
5438,3302497,184833,2,0,22,9.0,False
5439,1510503,178116,1,4,11,,True
5440,1570980,114698,41,2,6,3.0,False
5441,777659,55402,65,5,10,4.0,False
5442,2312990,112556,4,3,16,22.0,False
5443,1615528,198640,10,5,16,30.0,False
5444,1129707,21925,7,3,14,22.0,False
5445,3188571,26978,48,0,10,4.0,False
5446,1214847,70075,40,4,16,4.0,False
5447,3008465,198709,2,5,7,6.0,False
5448,583378,48147,78,2,19,2.0,False
5449,783111,163776,2,3,9,21.0,False
5450,1030729,152976,11,0,13,11.0,False
5451,1089726,91602,9,1,16,13.0,False
5452,853077,12484,29,2,8,12.0,False
5453,244036,4971,10,0,11,8.0,False
5454,157186,53199,44,4,11,6.0,False
5455,1592727,186349,8,3,9,13.0,False
5456,2850199,97108,22,3,10,18.0,False
5457,3303645,198878,2,2,11,13.0,False
5458,3347542,45006,5,4,12,9.0,False
5459,1705231,106267,19,6,12,13.0,False
5460,703558,39614,18,6,14,7.0,False
5461,3040470,19457,4,4,9,8.0,False
5462,1286008,46412,28,6,14,8.0,False
5463,2441832,4781,2,5,15,17.0,False
5464,1823610,143827,2,5,16,15.0,False
5465,474548,175331,6,3,10,30.0,False
5466,889754,31097,5,3,13,6.0,False
5467,1750304,56330,1,3,16,,True
5468,2819238,125948,3,0,16,7.0,False
5469,1162592,23593,1,4,17,,True
5470,2076211,22114,9,2,14,4.0,False
5471,2274026,171917,11,6,11,30.0,False
5472,622620,106759,10,3,9,10.0,False
5473,1315924,54685,7,0,12,16.0,False
5474,2389606,178747,1,1,15,,True
5475,1419462,47014,2,4,18,1.0,False
5476,1812667,172936,37,1,11,4.0,False
5477,1078004,71392,52,5,13,6.0,False
5478,2029561,201855,1,6,14,,True
5479,3032839,183040,5,3,18,30.0,False
5480,2168615,146745,10,3,12,2.0,False
5481,2354997,68350,18,5,19,17.0,False
5482,964400,89431,74,3,14,3.0,False
5483,2081545,193539,35,1,17,2.0,False
5484,2683625,12586,28,5,10,5.0,False
5485,2839981,83974,40,1,20,7.0,False
5486,3172421,190090,15,2,17,9.0,False
5487,415669,26141,1,1,7,,True
5488,2093185,187506,21,1,9,12.0,False
5489,2625944,9097,19,0,18,5.0,False
5490,2870688,44470,25,3,13,2.0,False
5491,498901,163139,41,3,16,17.0,False
5492,1518064,114682,15,1,17,5.0,False
5493,404615,38708,20,3,11,15.0,False
5494,420198,178636,9,5,14,9.0,False
5495,715963,108801,11,4,14,4.0,False
5496,2847636,79284,18,0,20,2.0,False
5497,2834794,199381,39,1,15,4.0,False
5498,963029,201072,1,6,9,,True
5499,3222897,163122,13,4,17,10.0,False
5500,359721,180851,32,6,15,3.0,False
5501,3047402,104765,49,4,19,5.0,False
5502,1214060,7457,9,1,0,30.0,False
5503,1511182,199999,22,3,11,6.0,False
5504,429250,160685,2,3,13,6.0,False
5505,160191,152429,8,3,11,1.0,False
5506,1340817,137604,66,6,14,5.0,False
5507,2433394,83038,3,4,18,20.0,False
5508,1230020,135085,33,5,13,17.0,False
5509,1051793,70521,4,6,11,10.0,False
5510,2223031,59990,14,6,21,6.0,False
5511,781474,139430,28,1,9,7.0,False
5512,978462,121402,1,3,9,,True
5513,3125001,48058,2,0,9,22.0,False
5514,1229792,104741,4,2,11,15.0,False
5515,504561,109217,30,2,16,5.0,False
5516,1047632,167756,13,4,11,7.0,False
5517,1257284,101304,9,6,9,6.0,False
5518,2651383,84196,5,2,9,16.0,False
5519,695262,61387,29,1,17,7.0,False
5520,592213,137632,4,3,19,30.0,False
5521,1778321,96252,32,5,8,5.0,False
5522,2808477,63220,41,1,8,7.0,False
5523,904704,17493,53,1,10,7.0,False
5524,1383106,20361,67,1,17,7.0,False
5525,367239,23591,29,5,12,4.0,False
5526,526891,111258,14,0,9,4.0,False
5527,58249,122594,5,1,9,26.0,False
5528,1357028,16237,15,6,9,9.0,False
5529,2995134,190887,29,3,20,5.0,False
5530,415832,154160,12,3,18,2.0,False
5531,1895177,130845,10,2,18,30.0,False
5532,2435601,166550,6,6,9,12.0,False
5533,714992,136503,14,5,16,4.0,False
5534,1439706,167618,14,3,9,17.0,False
5535,2550427,70451,4,1,11,30.0,False
5536,2405002,33436,13,6,13,6.0,False
5537,1252468,127825,5,5,7,13.0,False
5538,1577619,33450,11,6,18,5.0,False
5539,910920,85854,42,6,9,7.0,False
5540,2311271,140433,46,6,14,1.0,False
5541,1259019,164273,5,3,0,23.0,False
5542,718572,139652,79,2,9,6.0,False
5543,2677326,202397,4,1,13,27.0,False
5544,154889,45367,42,3,16,5.0,False
5545,2329103,2304,27,3,7,6.0,False
5546,2021419,202496,21,5,16,12.0,False
5547,782158,86277,7,5,14,4.0,False
5548,3148333,51854,18,4,21,7.0,False
5549,2084205,107253,39,1,21,4.0,False
5550,2924267,41274,3,2,18,15.0,False
5551,3278877,139547,63,1,12,1.0,False
5552,591523,112044,95,4,9,0.0,False
5553,2896946,16236,2,0,15,30.0,False
5554,2532187,128876,13,1,18,7.0,False
5555,721023,119090,44,5,10,3.0,False
5556,3120339,84889,23,5,11,6.0,False
5557,1461360,72081,3,3,8,10.0,False
5558,1178626,26491,6,3,10,7.0,False
5559,1144865,60613,4,1,12,30.0,False
5560,1662746,24268,32,4,9,7.0,False
5561,145757,191255,11,4,8,1.0,False
5562,747395,27639,15,0,11,9.0,False
5563,268656,126508,5,4,21,30.0,False
5564,827783,7418,20,1,12,10.0,False
5565,3315060,31937,11,6,11,7.0,False
5566,2319261,122476,65,6,8,3.0,False
5567,1598534,22940,7,1,9,6.0,False
5568,2865777,193340,32,5,8,2.0,False
5569,1503461,141742,5,0,18,30.0,False
5570,872297,26199,34,6,13,3.0,False
5571,2391905,435,11,1,20,20.0,False
5572,1197589,7658,47,0,9,1.0,False
5573,2668905,174569,4,0,15,30.0,False
5574,1896672,28449,16,6,14,17.0,False
5575,2849877,39556,37,0,10,7.0,False
5576,2380156,112940,47,4,14,2.0,False
5577,176032,84241,4,0,19,12.0,False
5578,297010,134420,2,2,16,4.0,False
5579,2244074,71771,19,5,9,14.0,False
5580,350413,4325,5,2,15,11.0,False
5581,912540,62320,11,5,16,4.0,False
5582,2471047,78053,1,6,19,,True
5583,1704385,57761,3,2,15,6.0,False
5584,2359976,200500,33,1,10,4.0,False
5585,2830746,77709,12,4,18,1.0,False
5586,2660662,51881,6,4,10,30.0,False
5587,379931,32075,6,6,10,19.0,False
5588,909385,199778,1,6,15,,True
5589,1689772,96088,7,0,15,3.0,False
5590,1616056,44356,3,1,15,30.0,False
5591,1047430,139039,10,2,15,21.0,False
5592,498795,198948,99,0,15,1.0,False
5593,772173,39004,14,0,18,18.0,False
5594,1316875,17428,6,5,17,10.0,False
5595,2548492,30772,4,0,11,16.0,False
5596,1925338,105553,18,1,8,15.0,False
5597,333695,182877,1,2,20,,True
5598,3242733,32118,45,2,20,2.0,False
5599,3142126,74035,9,1,10,9.0,False
5600,3054118,144354,10,5,11,9.0,False
5601,529613,175734,29,0,14,30.0,False
5602,219427,66087,32,5,21,9.0,False
5603,249223,83023,18,2,10,7.0,False
5604,1528087,74590,1,6,15,,True
5605,2794755,13169,7,3,10,14.0,False
5606,1031985,199130,4,4,11,21.0,False
5607,1222786,76174,7,1,13,5.0,False
5608,638873,180973,53,1,11,5.0,False
5609,1694011,17896,37,3,11,1.0,False
5610,3041678,126664,18,3,19,4.0,False
5611,917695,133581,10,1,18,7.0,False
5612,2983242,61384,9,5,16,10.0,False
5613,2803518,10350,1,5,16,,True
5614,1894696,82591,4,0,19,7.0,False
5615,3414719,118371,16,6,13,6.0,False
5616,2938246,33250,67,0,13,9.0,False
5617,279569,99992,8,2,18,10.0,False
5618,3385541,49237,23,5,18,3.0,False
5619,551266,13389,17,1,14,10.0,False
5620,344137,125960,17,3,12,3.0,False
5621,478376,47034,17,2,8,17.0,False
5622,3176633,80389,21,1,21,4.0,False
5623,2764285,172087,18,2,11,7.0,False
5624,2705004,37432,6,6,19,30.0,False
5625,3270184,14868,58,3,13,6.0,False
5626,2847559,189288,13,6,17,23.0,False
5627,2866014,60863,30,3,14,3.0,False
5628,1618790,157701,4,6,15,22.0,False
5629,1279991,51462,12,1,7,9.0,False
5630,3325854,190733,7,0,14,25.0,False
5631,2420020,144947,34,1,11,5.0,False
5632,831131,88747,15,1,10,24.0,False
5633,528574,114437,1,1,8,,True
5634,1447585,105762,6,6,9,7.0,False
5635,1783441,127220,100,2,8,4.0,False
5636,1146136,169373,23,6,17,11.0,False
5637,2692333,13055,6,3,20,1.0,False
5638,1879391,152924,6,3,11,15.0,False
5639,1606177,176897,3,2,15,27.0,False
5640,2968686,193016,58,4,14,1.0,False
5641,285061,171834,8,3,11,2.0,False
5642,2609234,36452,14,1,17,22.0,False
5643,2980941,130393,33,3,11,4.0,False
5644,961016,37649,5,4,16,2.0,False
5645,2860518,23985,45,0,17,7.0,False
5646,1264191,158466,2,5,11,7.0,False
5647,1023974,83402,10,4,18,12.0,False
5648,1610972,192184,8,0,22,5.0,False
5649,2756016,148813,18,6,19,8.0,False
5650,2478693,138423,14,1,14,30.0,False
5651,1973689,174376,20,0,16,4.0,False
5652,2807289,94688,18,5,12,7.0,False
5653,2001178,33688,2,5,9,18.0,False
5654,2792647,112511,9,0,15,23.0,False
5655,2344288,180041,3,6,15,13.0,False
5656,755522,107082,1,5,21,,True
5657,1682286,99041,11,1,19,8.0,False
5658,1413521,202551,30,5,18,13.0,False
5659,2206745,111858,3,0,23,16.0,False
5660,394669,112551,29,0,14,27.0,False
5661,2110174,155546,5,4,18,30.0,False
5662,392462,57523,9,1,10,4.0,False
5663,1736669,42115,6,2,15,7.0,False
5664,3207434,25993,4,6,23,5.0,False
5665,570084,25141,31,2,18,3.0,False
5666,1369745,178846,8,0,10,7.0,False
5667,2710877,78022,11,3,21,9.0,False
5668,863183,132861,1,1,15,,True
5669,811367,45417,35,1,10,7.0,False
5670,2886764,84132,22,1,16,13.0,False
5671,3227596,58192,15,6,12,6.0,False
5672,2621017,23936,52,2,2,5.0,False
5673,1420478,77753,8,1,9,22.0,False
5674,1147835,188974,24,5,21,4.0,False
5675,1178471,105133,7,4,17,10.0,False
5676,417945,48897,72,2,7,5.0,False
5677,2624639,21254,3,3,12,7.0,False
5678,1133533,17885,1,5,9,,True
5679,1443831,32339,7,1,11,13.0,False
5680,1080569,32585,2,2,16,24.0,False
5681,200700,56595,7,1,16,30.0,False
5682,2019145,116759,15,3,17,30.0,False
5683,345036,205832,1,5,20,,True
5684,2509471,195635,24,1,7,8.0,False
5685,1913413,78435,5,1,15,30.0,False
5686,1078450,63024,1,6,15,,True
5687,2610496,180437,8,1,12,8.0,False
5688,2201248,182690,1,2,16,,True
5689,29547,120327,40,2,13,18.0,False
5690,75273,62378,3,0,12,30.0,False
5691,1627872,82820,6,3,11,6.0,False
5692,1893697,179269,11,6,8,15.0,False
5693,2659912,176622,16,1,10,9.0,False
5694,3322137,121975,7,6,15,7.0,False
5695,2940862,201142,25,5,15,5.0,False
5696,1081782,26739,26,0,17,11.0,False
5697,3370875,116554,20,3,10,6.0,False
5698,2944874,194597,10,1,8,7.0,False
5699,2181794,35670,10,3,4,6.0,False
5700,2962494,101042,5,6,11,30.0,False
5701,2647943,89361,5,1,15,4.0,False
5702,1134460,34568,9,1,9,30.0,False
5703,595756,68296,17,2,18,2.0,False
5704,2380884,123679,4,1,19,30.0,False
5705,258313,98756,8,4,11,6.0,False
5706,2413821,149393,48,6,9,13.0,False
5707,518544,205511,14,4,22,15.0,False
5708,3376840,143506,30,2,10,7.0,False
5709,670316,99570,82,1,23,0.0,False
5710,3152834,128771,10,6,17,3.0,False
5711,2877571,15334,6,6,8,30.0,False
5712,446340,139547,40,2,6,1.0,False
5713,2762336,156415,4,6,0,30.0,False
5714,393731,185039,3,3,13,30.0,False
5715,2351914,119628,9,5,16,19.0,False
5716,125425,195034,10,1,9,13.0,False
5717,1007765,79591,14,0,20,8.0,False
5718,1694089,88587,14,4,16,6.0,False
5719,2659394,178802,33,3,7,7.0,False
5720,329524,20809,6,3,13,16.0,False
5721,941386,25815,10,1,15,14.0,False
5722,32666,27520,29,5,16,18.0,False
5723,2918684,68610,30,0,15,1.0,False
5724,3189372,111363,5,1,9,2.0,False
5725,282958,21068,52,1,11,3.0,False
5726,3084826,3315,4,3,10,6.0,False
5727,668653,170882,28,5,17,4.0,False
5728,2094895,157377,8,3,10,9.0,False
5729,902550,179163,46,0,13,1.0,False
5730,368113,182227,29,5,7,5.0,False
5731,101207,127793,21,0,11,13.0,False
5732,258591,36376,12,3,12,6.0,False
5733,482436,121626,4,2,20,3.0,False
5734,606521,40786,6,1,15,6.0,False
5735,3012891,97548,19,4,16,7.0,False
5736,494565,27048,16,4,13,21.0,False
5737,2464883,129125,59,0,16,5.0,False
5738,796719,2057,33,5,16,3.0,False
5739,3152607,198628,12,0,20,19.0,False
5740,2931491,158881,23,2,23,15.0,False
5741,1402942,19484,8,3,8,10.0,False
5742,2559020,156416,1,6,13,,True
5743,1299756,22662,11,0,11,6.0,False
5744,573672,173035,32,3,17,8.0,False
5745,1800526,27292,10,6,15,12.0,False
5746,477264,43162,19,6,10,8.0,False
5747,818378,154694,13,5,15,30.0,False
5748,1764504,48337,4,6,23,7.0,False
5749,761472,62988,10,0,20,2.0,False
5750,1733828,179654,2,1,15,30.0,False
5751,1772907,138608,4,0,5,30.0,False
5752,2198833,25607,26,1,11,3.0,False
5753,1281803,131528,28,5,10,13.0,False
5754,1345583,152324,41,6,19,6.0,False
5755,1327824,195831,9,3,13,5.0,False
5756,2025055,196623,44,1,7,4.0,False
5757,1268376,71939,8,1,22,8.0,False
5758,1751009,75766,36,5,14,6.0,False
5759,2486393,11872,20,5,16,7.0,False
5760,2036030,162845,17,2,15,6.0,False
5761,2631560,17740,39,5,17,4.0,False
5762,3230695,88451,11,0,14,21.0,False
5763,3238695,71499,5,4,12,30.0,False
5764,334877,195285,12,5,11,30.0,False
5765,3319050,104497,8,6,11,14.0,False
5766,198808,182964,2,1,18,13.0,False
5767,38784,99016,9,6,12,7.0,False
5768,2637426,102460,15,4,12,30.0,False
5769,1132794,104182,9,0,11,14.0,False
5770,2496070,204509,30,0,21,5.0,False
5771,2163501,75482,39,2,22,5.0,False
5772,3317556,80894,29,4,19,4.0,False
5773,1433924,17565,2,2,20,19.0,False
5774,3324433,10106,3,3,13,2.0,False
5775,2338093,19482,36,2,14,6.0,False
5776,2960338,94505,11,4,15,11.0,False
5777,291168,100649,2,5,9,13.0,False
5778,2193295,82822,9,1,18,18.0,False
5779,2149319,146155,1,5,19,,True
5780,733430,189261,12,6,19,3.0,False
5781,9199,86285,14,3,10,27.0,False
5782,1639261,106189,13,4,14,3.0,False
5783,2516130,181166,15,2,11,21.0,False
5784,1567457,156917,3,6,9,17.0,False
5785,2271269,105298,24,2,17,1.0,False
5786,53386,205237,71,2,9,1.0,False
5787,3138248,185807,1,1,18,,True
5788,1258555,21566,14,2,22,5.0,False
5789,721777,66673,26,3,10,3.0,False
5790,1956331,36822,19,5,12,3.0,False
5791,2089000,36935,26,2,18,13.0,False
5792,274279,148596,11,0,22,5.0,False
5793,634860,78936,8,0,13,30.0,False
5794,1026210,105218,20,4,11,22.0,False
5795,3265325,120216,52,2,7,2.0,False
5796,1831534,182759,7,3,19,30.0,False
5797,1998890,105748,9,4,21,30.0,False
5798,1099187,25821,1,6,21,,True
5799,2705064,155490,2,1,17,13.0,False
5800,3239329,121737,3,2,9,7.0,False
5801,1782660,48714,27,0,15,8.0,False
5802,2764180,26639,25,4,16,4.0,False
5803,284438,94272,5,6,18,18.0,False
5804,2617249,193649,15,4,12,0.0,False
5805,1710174,141111,3,3,22,8.0,False
5806,3022348,34793,12,0,8,7.0,False
5807,1169407,118506,10,0,15,7.0,False
5808,1819574,175001,12,0,16,23.0,False
5809,823679,95646,14,1,16,4.0,False
5810,1788258,139178,53,6,13,6.0,False
5811,2355144,127906,19,0,15,8.0,False
5812,2250381,96058,7,6,18,6.0,False
5813,1756124,45018,68,3,13,1.0,False
5814,522786,158264,19,4,15,7.0,False
5815,811870,37706,49,1,18,2.0,False
5816,2902407,183735,31,5,8,2.0,False
5817,2363062,5682,4,6,23,12.0,False
5818,1908148,44822,14,0,16,19.0,False
5819,1846476,147354,25,0,15,7.0,False
5820,2858413,169494,5,3,7,4.0,False
5821,1902858,74226,36,5,10,8.0,False
5822,817701,179087,9,4,12,30.0,False
5823,525662,87621,15,4,20,4.0,False
5824,320093,68419,3,1,8,25.0,False
5825,1693544,40557,4,3,17,3.0,False
5826,2539778,13530,38,4,22,30.0,False
5827,3306723,76489,12,2,18,12.0,False
5828,1096034,121694,3,1,20,22.0,False
5829,2236394,145490,3,6,12,6.0,False
5830,1536447,169702,6,1,17,12.0,False
5831,1013342,65651,4,6,17,7.0,False
5832,1184133,168497,56,0,14,1.0,False
5833,3252920,99122,1,1,17,,True
5834,2950657,75157,13,2,18,6.0,False
5835,3016524,160433,42,6,10,1.0,False
5836,420942,196556,3,2,10,9.0,False
5837,1613391,202124,13,4,17,30.0,False
5838,166492,197536,10,3,19,5.0,False
5839,574644,21160,16,3,8,9.0,False
5840,528184,184130,23,2,9,4.0,False
5841,349233,54756,13,4,22,7.0,False
5842,1501547,49545,65,2,7,9.0,False
5843,1789804,124086,4,3,10,30.0,False
5844,1153317,115312,16,1,13,0.0,False
5845,2675151,45542,3,4,15,30.0,False
5846,2414033,203053,1,6,11,,True
5847,293407,152924,5,2,11,30.0,False
5848,2640340,175741,7,3,17,8.0,False
5849,1336944,203046,4,2,19,22.0,False
5850,1957802,52647,6,2,9,15.0,False
5851,3199934,192059,8,3,8,7.0,False
5852,299051,160875,5,5,13,10.0,False
5853,588298,161385,7,5,9,8.0,False
5854,1874638,162929,19,3,19,8.0,False
5855,2341760,133506,9,6,11,1.0,False
5856,1972028,23294,1,0,14,,True
5857,1101614,117703,23,6,16,10.0,False
5858,2553803,96733,4,0,11,12.0,False
5859,1570657,122787,5,0,18,14.0,False
5860,668502,10963,6,0,10,30.0,False
5861,1505051,191630,26,5,19,2.0,False
5862,2605814,27828,4,5,16,6.0,False
5863,564887,165233,14,1,10,20.0,False
5864,3285065,13160,22,6,13,8.0,False
5865,1765246,182154,11,2,19,9.0,False
5866,2925655,199033,2,1,10,8.0,False
5867,1937905,148063,1,3,12,,True
5868,2946307,140069,2,3,23,6.0,False
5869,1493806,129802,18,6,17,6.0,False
5870,727460,103672,18,5,11,4.0,False
5871,2258885,120303,29,5,10,2.0,False
5872,3125866,176951,72,4,9,2.0,False
5873,2709887,18446,4,5,19,3.0,False
5874,2918384,16387,11,5,10,4.0,False
5875,661089,174928,8,1,22,19.0,False
5876,2772542,183234,7,0,13,13.0,False
5877,1826422,150013,4,2,11,5.0,False
5878,1026380,170197,7,1,13,27.0,False
5879,32703,97489,4,5,22,7.0,False
5880,2778949,91061,7,2,17,13.0,False
5881,673526,34277,21,1,8,4.0,False
5882,1776981,49292,1,3,9,,True
5883,854551,115245,36,4,12,2.0,False
5884,3330845,190743,7,2,9,17.0,False
5885,1810313,186825,25,2,15,21.0,False
5886,2562648,85735,4,2,14,6.0,False
5887,1898705,144437,8,1,12,30.0,False
5888,1225521,61221,10,5,17,5.0,False
5889,1352735,128324,16,3,14,13.0,False
5890,2661531,156503,9,5,19,6.0,False
5891,1458210,181070,53,6,14,3.0,False
5892,2711099,153458,2,4,17,20.0,False
5893,1739051,123159,6,5,11,9.0,False
5894,2457747,62544,6,2,18,6.0,False
5895,2079979,45129,31,0,17,5.0,False
5896,1758175,160657,1,2,11,,True
5897,2289297,195868,66,1,14,3.0,False
5898,1099104,94648,10,5,11,8.0,False
5899,2282192,23808,17,3,13,6.0,False
5900,1450897,27548,19,5,9,8.0,False
5901,2819798,132382,18,1,11,7.0,False
5902,1285891,5073,8,4,12,20.0,False
5903,308558,198202,2,6,8,9.0,False
5904,1246837,135227,33,5,16,1.0,False
5905,3124641,114507,10,3,10,24.0,False
5906,2573331,63777,57,3,7,6.0,False
5907,163886,99208,9,4,14,3.0,False
5908,1047264,170307,4,2,14,30.0,False
5909,538829,51979,32,1,8,6.0,False
5910,360453,67889,2,0,8,22.0,False
5911,1107702,185032,25,1,10,7.0,False
5912,63815,74902,21,1,16,7.0,False
5913,320197,28811,2,2,9,18.0,False
5914,1352409,123755,7,6,4,16.0,False
5915,935781,49767,96,4,8,1.0,False
5916,2727704,132232,22,1,8,4.0,False
5917,286503,97067,14,2,21,2.0,False
5918,1829173,79899,4,0,10,30.0,False
5919,2425858,23644,38,1,12,7.0,False
5920,1218403,150724,6,0,13,30.0,False
5921,939705,2804,11,2,14,8.0,False
5922,1105545,35926,19,1,8,3.0,False
5923,409171,43469,8,6,13,2.0,False
5924,2865933,25029,2,3,9,7.0,False
5925,3071475,3060,7,4,14,11.0,False
5926,620803,157943,7,5,14,6.0,False
5927,1314028,189068,8,1,12,13.0,False
5928,1681503,194573,7,0,8,1.0,False
5929,390238,12407,42,3,13,8.0,False
5930,781519,46070,39,1,14,0.0,False
5931,3398625,174639,6,1,15,30.0,False
5932,2873040,72307,13,2,9,7.0,False
5933,264660,175768,14,0,15,7.0,False
5934,2313721,75517,18,6,9,4.0,False
5935,3297819,11026,28,6,14,0.0,False
5936,93281,98248,50,0,20,2.0,False
5937,3192785,45548,2,1,18,8.0,False
5938,307075,34480,10,3,18,4.0,False
5939,231645,58887,24,1,16,7.0,False
5940,611977,185729,17,1,14,15.0,False
5941,2781544,948,9,0,21,12.0,False
5942,2191465,69146,10,2,12,9.0,False
5943,1623053,199118,28,2,18,2.0,False
5944,185439,19661,7,2,10,28.0,False
5945,1926181,14420,6,5,15,30.0,False
5946,807854,137275,7,2,13,7.0,False
5947,883217,112691,11,5,10,5.0,False
5948,679352,143055,16,1,8,5.0,False
5949,3247257,161079,1,5,20,,True
5950,2061058,50023,5,0,14,7.0,False
5951,1130804,4087,8,1,20,7.0,False
5952,2362989,63113,28,2,12,5.0,False
5953,3188456,82693,38,2,8,12.0,False
5954,2144150,82938,1,5,18,,True
5955,836076,71067,11,2,11,22.0,False
5956,305984,104515,11,5,19,30.0,False
5957,931545,175813,67,1,15,1.0,False
5958,1974616,78000,4,1,13,14.0,False
5959,651489,203419,14,0,10,9.0,False
5960,292084,16924,16,3,8,15.0,False
5961,2371386,118328,64,3,18,2.0,False
5962,1268190,69916,8,1,15,7.0,False
5963,2670789,154417,20,6,11,2.0,False
5964,1439609,135417,6,5,15,14.0,False
5965,934445,173379,21,5,14,0.0,False
5966,1651281,132074,43,5,17,1.0,False
5967,887774,118404,12,1,15,4.0,False
5968,1894517,50145,12,3,8,2.0,False
5969,128413,154084,17,1,15,7.0,False
5970,106306,156604,31,6,10,6.0,False
5971,1813868,24268,16,0,8,8.0,False
5972,1287584,78298,28,5,17,14.0,False
5973,1662830,23367,1,2,6,,True
5974,1326773,53057,10,0,22,7.0,False
5975,1488149,159257,4,1,16,8.0,False
5976,3279002,92825,70,1,11,5.0,False
5977,1089560,189255,14,6,9,9.0,False
5978,774454,162018,9,0,13,30.0,False
5979,896035,7459,3,2,12,14.0,False
5980,1927359,100819,8,5,10,30.0,False
5981,1096635,115008,18,0,21,20.0,False
5982,852431,110424,7,5,8,10.0,False
5983,517615,196993,4,4,20,26.0,False
5984,2949347,73969,4,4,16,7.0,False
5985,1440765,99460,61,2,11,6.0,False
5986,207637,12824,18,2,15,4.0,False
5987,1471903,116223,21,6,15,30.0,False
5988,3281836,120663,3,6,11,30.0,False
5989,340312,74556,9,5,14,10.0,False
5990,1466806,192598,1,2,17,,True
5991,2414030,114205,2,1,15,7.0,False
5992,1135704,152848,20,6,16,15.0,False
5993,3171750,62672,3,4,16,27.0,False
5994,1783892,115089,21,6,13,9.0,False
5995,902024,68439,4,3,8,13.0,False
5996,2358691,60767,2,2,5,23.0,False
5997,3145833,136427,3,6,15,30.0,False
5998,2668003,36806,3,2,16,30.0,False
5999,273316,59847,28,6,10,7.0,False
6000,604350,19528,66,5,14,2.0,False
6001,992258,5645,12,5,22,4.0,False
6002,585528,46877,13,5,15,3.0,False
6003,1668475,94278,20,3,13,11.0,False
6004,2889132,184896,7,1,14,30.0,False
6005,2003933,3610,3,6,12,6.0,False
6006,3354837,155000,28,2,14,30.0,False
6007,1694321,75317,17,5,8,3.0,False
6008,2659357,186583,17,2,8,5.0,False
6009,275330,104054,6,3,16,14.0,False
6010,2536918,132290,20,2,12,22.0,False
6011,3254860,136297,1,5,20,,True
6012,1471252,48480,41,0,14,7.0,False
6013,3093950,69144,43,5,7,5.0,False
6014,2713390,54154,1,3,7,,True
6015,3254266,105028,6,2,12,7.0,False
6016,2141408,128873,3,2,0,16.0,False
6017,2930108,200388,6,2,11,30.0,False
6018,504215,39217,16,6,9,4.0,False
6019,707609,52373,13,6,11,10.0,False
6020,1886937,41147,6,4,14,6.0,False
6021,2594381,13778,8,4,5,2.0,False
6022,1639846,17128,11,1,10,30.0,False
6023,3093672,77000,19,5,15,5.0,False
6024,2985154,199935,34,4,16,0.0,False
6025,2010673,170071,27,5,9,8.0,False
6026,1255356,17001,54,5,11,1.0,False
6027,3197508,71008,13,0,15,16.0,False
6028,2894029,44304,8,2,8,15.0,False
6029,1505557,128915,9,3,19,8.0,False
6030,2355831,117454,6,1,15,30.0,False
6031,1662927,42914,68,1,14,0.0,False
6032,1783175,53778,48,6,3,3.0,False
6033,48085,145737,10,4,9,26.0,False
6034,2450897,3809,13,0,13,7.0,False
6035,612006,163080,2,5,15,21.0,False
6036,2035094,56775,67,2,8,12.0,False
6037,2245829,49088,34,0,14,6.0,False
6038,1991582,14399,67,3,9,7.0,False
6039,697086,94460,26,0,15,1.0,False
6040,798119,107467,17,2,20,13.0,False
6041,3305668,55095,8,3,7,14.0,False
6042,802189,58701,7,0,19,14.0,False
6043,932978,40620,4,5,19,7.0,False
6044,2425142,45351,16,5,22,17.0,False
6045,987617,25992,10,0,14,7.0,False
6046,227633,157646,3,4,8,30.0,False
6047,207682,55049,22,1,16,8.0,False
6048,714043,137095,25,1,10,7.0,False
6049,1831389,19310,30,6,13,0.0,False
6050,2901455,38720,92,2,11,1.0,False
6051,1079667,94909,13,3,11,8.0,False
6052,1100656,174115,3,4,15,30.0,False
6053,1562029,190246,3,2,13,12.0,False
6054,1833805,115891,1,4,23,,True
6055,3385779,273,6,3,10,30.0,False
6056,3356482,2748,3,3,16,12.0,False
6057,2772376,184896,22,1,18,8.0,False
6058,2003884,188951,9,6,15,30.0,False
6059,1401223,176822,5,1,5,30.0,False
6060,2314775,109339,7,0,9,30.0,False
6061,843752,202002,31,6,19,7.0,False
6062,1832314,23101,54,3,9,8.0,False
6063,2740573,164960,14,5,18,15.0,False
6064,736335,78670,16,1,18,14.0,False
6065,2452727,118617,54,4,19,3.0,False
6066,2643461,34376,3,6,12,13.0,False
6067,2087200,95652,27,6,20,12.0,False
6068,592536,18083,9,0,11,3.0,False
6069,932608,37800,28,4,10,30.0,False
6070,2084655,203081,27,5,8,1.0,False
6071,41095,3360,1,0,9,,True
6072,3032089,95898,44,6,20,5.0,False
6073,1491654,87903,4,0,21,30.0,False
6074,1699306,18191,90,5,8,6.0,False
6075,1456648,127439,24,5,18,21.0,False
6076,1388660,20809,32,6,17,4.0,False
6077,98451,125941,2,4,13,28.0,False
6078,1148922,143729,7,6,13,30.0,False
6079,1105396,124672,6,3,12,30.0,False
